node attribute,position,V point,V wave,video index
-1.0,548.55756£¬220.78967,60.5£¬-40.702,-1.1769409£¬3.0457916,42
-1.0,1214.0074£¬690.56964,-19.0£¬-19.052,32.14099£¬-0.22229004,42
-1.0,1296.7761£¬563.8722,94.0£¬31.176,-31.400024£¬-58.607666,42
-1.0,973.2937£¬571.85284,93.5£¬-4.33,-32.62805£¬-11.15918,42
1.0,1119.0061£¬622.8742,60.5£¬6.062,4.828369£¬2.0396118,42
-1.0,1124.1658£¬698.6425,-25.5£¬21.65,7.196289£¬-2.6694946,42
-1.0,-138.89188£¬80.29961,3.0£¬-3.464,-55.75641£¬5.3325577,42
-1.0,1133.2546£¬696.2846,-18.0£¬15.588000000000001,3.7891846£¬-3.9658813,42
-1.0,1125.7676£¬574.7962,101.5£¬-19.918,-25.84375£¬-9.525085,42
-1.0,537.4723£¬200.21126,19.0£¬-3.464,-29.757751£¬-13.03537,42
1.0,930.9591£¬303.90558,44.0£¬8.66,31.157959£¬-4.9894104,42
-1.0,1213.5721£¬563.43585,87.5£¬54.558,-6.198242£¬-0.6913452,42
1.0,957.1855£¬-17.666344,49.0£¬32.908,1.7562256£¬0.9305191,42
1.0,1279.284£¬572.0275,53.0£¬19.052,6.2840576£¬10.027527,42
1.0,1234.3802£¬604.2139,58.5£¬71.878,15.380249£¬18.213928,42
-1.0,442.4382£¬360.56693,-127.5£¬220.82999999999998,27.438202£¬-33.433075,42
-1.0,1329.637£¬414.95114,3.5£¬32.042,-7.363037£¬-9.048859,42
-1.0,735.3451£¬699.0574,24.0£¬34.64,-9.654907£¬-31.942627,42
1.0,866.8698£¬699.44086,-17.0£¬117.776,-54.130188£¬54.440857,42
1.0,670.04486£¬267.39807,102.5£¬18.186,11.044861£¬5.3980713,42
1.0,808.28644£¬749.73285,-92.0£¬29.444000000000003,-91.71356£¬35.73285,42
-1.0,860.1547£¬721.5737,76.5£¬-7.7940000000000005,-76.845276£¬37.57373,42
1.0,1262.5908£¬643.18933,-30.5£¬12.990000000000002,-77.40918£¬11.189331,42
1.0,582.60394£¬631.36993,17.5£¬58.022,36.603943£¬26.369934,42
-1.0,1331.3633£¬418.8631,9.5£¬40.702,-9.636719£¬-13.136902,42
-1.0,868.90234£¬722.1353,94.5£¬35.506,-91.09766£¬38.135315,42
-1.0,949.4766£¬565.61084,65.5£¬11.258000000000001,-34.946777£¬-25.339966,43
1.0,917.7961£¬219.71977,21.0£¬-17.32,48.882935£¬-19.988144,43
1.0,1086.1757£¬140.39957,2.5£¬0.866,56.806763£¬-16.198212,43
-1.0,892.18317£¬415.5647,28.0£¬10.392,-28.335815£¬-11.748077,43
-1.0,954.5645£¬626.7678,81.5£¬-6.062,-40.89569£¬29.095398,43
-1.0,509.54163£¬-91.47807,-7.5£¬35.506,-2.9697266£¬-10.411682,43
1.0,1093.206£¬248.70215,15.0£¬-5.196,73.15784£¬-15.635468,43
-1.0,1120.4305£¬501.8905,7.5£¬-77.074,-3.7990723£¬59.536102,43
-1.0,1077.521£¬425.80618,5.5£¬-6.062,-0.2055664£¬27.290771,43
-1.0,890.0684£¬413.7619,21.0£¬1.732,-44.17859£¬2.4388733,43
-1.0,816.22485£¬164.97774,-8.0£¬34.64,-7.142151£¬-15.414612,43
1.0,857.0513£¬414.47772,29.5£¬-19.918,53.655884£¬-12.10202,43
1.0,923.9814£¬504.53845,68.0£¬17.32,39.057983£¬57.957672,43
1.0,-76.72061£¬92.19394,-0.5£¬-0.866,-20.97197£¬-10.264305,43
1.0,414.16272£¬455.59982,16.5£¬-0.866,137.09415£¬2.389618,43
1.0,886.31586£¬202.20619,20.0£¬1.7319999999999998,19.786865£¬-14.359131,43
-1.0,684.37836£¬288.00195,49.0£¬-24.248,-90.00574£¬47.896774,43
-1.0,886.99567£¬423.04538,56.5£¬4.33,-36.76776£¬-4.4816284,43
1.0,802.81934£¬523.05634,49.0£¬12.124,96.76813£¬-6.894165,43
-1.0,1132.4926£¬585.6084,77.5£¬21.65,-7.4364014£¬1.2075195,43
-1.0,861.3491£¬433.31488,37.0£¬-3.464,-55.58362£¬13.626862,43
1.0,204.75061£¬-168.32544,-34.0£¬-24.247999999999998,-7.3059998£¬-12.816071,43
-1.0,887.02985£¬441.5367,56.0£¬5.196000000000001,-27.541016£¬23.14743,43
1.0,927.68353£¬393.41702,44.0£¬-8.66,24.761292£¬0.46469116,43
1.0,761.4251£¬108.80935,12.0£¬0.0,37.382874£¬-7.820938,43
1.0,594.66394£¬291.46725,8.0£¬0.0,57.3125£¬-55.543,43
1.0,1022.62964£¬38.686,12.0£¬-3.464,90.77399£¬-19.748741,43
-1.0,1084.6613£¬561.6171,44.5£¬-18.186,-17.48999£¬-4.881958,43
1.0,773.1392£¬114.970085,10.0£¬-15.588000000000001,44.09961£¬-29.788994,43
-1.0,226.08533£¬-152.62515,-9.0£¬5.196000000000001,3.0703125£¬-6.871887,43
1.0,237.53325£¬190.51212,-2.5£¬-4.33,13.75354£¬-58.749435,43
1.0,179.34007£¬285.87387,1.5£¬-0.866,17.675415£¬-36.54431,43
-1.0,1196.4937£¬598.5009,110.5£¬7.794,-38.237305£¬0.59228516,43
1.0,911.0466£¬217.5695,25.5£¬-2.598,47.36847£¬-19.283325,43
-1.0,1006.61365£¬628.74054,80.0£¬0.0,-42.680664£¬16.7099,43
-1.0,780.70154£¬59.403206,-30.0£¬58.888,17.203674£¬-27.32203,43
-1.0,82.09435£¬306.774,5.5£¬14.722,7.7089005£¬-17.34729,43
1.0,434.66687£¬444.412,35.5£¬-0.866,141.88321£¬-12.538055,43
1.0,418.0883£¬452.07785,17.0£¬-3.464,135.7106£¬-3.5538635,43
1.0,151.45404£¬416.78915,6.5£¬-9.526,3.9384155£¬-64.69971,43
1.0,1266.8766£¬667.1533,-20.0£¬0.0,-42.000854£¬-10.429932,43
-1.0,-24.207558£¬652.8801,4.5£¬-4.33,-6.0099564£¬19.058655,43
1.0,133.96881£¬220.57367,20.5£¬7.794,93.748375£¬-36.65387,43
-1.0,1000.14667£¬431.23117,16.0£¬-3.464,-149.92487£¬-32.434937,43
-1.0,105.17447£¬688.4926,-0.5£¬-23.382,-33.30011£¬95.11572,43
-1.0,-196.23166£¬105.41333,10.5£¬-0.866,-20.748718£¬-2.5445557,43
-1.0,923.2914£¬357.33823,51.0£¬6.928,-7.1220093£¬2.7457886,43
1.0,953.2633£¬280.68597,27.0£¬-1.732,43.049744£¬-3.643982,43
1.0,1236.6434£¬452.37482,56.0£¬8.66,59.155396£¬21.195862,43
1.0,84.59976£¬576.9505,35.0£¬-13.856,75.09109£¬-10.263672,43
1.0,87.23478£¬518.56104,-36.0£¬-8.66,-25.415504£¬3.4031372,43
1.0,1037.5828£¬-4.5362053,101.5£¬51.094,42.692566£¬15.809891,43
-1.0,1249.0£¬639.7938,24.0£¬17.32,-31.943726£¬-10.263367,43
1.0,1037.0933£¬-13.361774,79.0£¬69.28,45.124878£¬6.609783,43
1.0,1229.4409£¬664.838,30.5£¬2.598,9.637939£¬-4.0179443,43
-1.0,1129.0774£¬603.316,38.5£¬-32.042,-19.627686£¬48.43286,43
-1.0,966.5224£¬557.8589,81.5£¬6.062,-37.230957£¬-24.086975,43
1.0,1180.2744£¬670.4263,42.0£¬19.052,78.541016£¬46.232117,43
1.0,1040.2798£¬-12.300022,62.0£¬60.62,43.918823£¬5.526264,43
-1.0,1114.3591£¬690.95966,35.5£¬-2.598,-11.020508£¬0.602417,43
-1.0,1115.7034£¬685.1076,24.0£¬1.732,-23.067749£¬-4.354187,43
1.0,1120.674£¬563.72284,57.5£¬-33.774,3.572998£¬-12.333069,43
1.0,568.4965£¬214.4468,-12.5£¬-19.918,-8.713989£¬-2.248642,43
-1.0,557.3397£¬222.36357,-12.5£¬-33.774,-4.0093384£¬18.123138,43
1.0,581.92474£¬244.39665,40.5£¬52.826,9.085571£¬2.5902557,43
1.0,364.77765£¬419.4599,13.0£¬10.392,30.758728£¬53.462067,43
-1.0,1200.9246£¬590.2004,119.0£¬10.392000000000001,-27.152222£¬-0.48931885,43
1.0,785.14044£¬687.1274,55.0£¬17.32,33.641663£¬17.96399,43
-1.0,679.5778£¬234.46426,6.0£¬22.516000000000002,7.233032£¬-28.254974,43
-1.0,1106.3875£¬507.71268,55.5£¬-80.538,2.9432373£¬56.429382,43
-1.0,894.245£¬658.2282,107.5£¬19.918,-51.765747£¬9.227112,43
-1.0,911.42426£¬690.7272,48.0£¬34.64,-11.127441£¬-1.8023071,43
-1.0,1244.9154£¬623.3904,33.0£¬6.928,-50.57129£¬-17.470032,43
1.0,562.3741£¬322.9981,-8.0£¬22.516000000000002,-0.5£¬19.899261,43
1.0,614.852£¬606.6102,32.0£¬27.712,65.53009£¬1.8126831,43
1.0,784.2724£¬348.2759,25.0£¬6.928,103.00342£¬-52.55069,43
-1.0,892.192£¬683.75305,54.5£¬63.217999999999996,-45.11853£¬-14.071716,43
1.0,524.18176£¬554.5957,27.0£¬17.32,34.702667£¬38.445618,43
1.0,1075.8887£¬116.44953,4.5£¬-0.8659999999999999,47.396973£¬-9.7571335,44
1.0,573.7191£¬438.05096,40.5£¬18.186,70.93964£¬45.152588,44
-1.0,903.2019£¬416.95602,9.0£¬8.66,-27.662231£¬-3.4449158,44
1.0,20.88233£¬320.1435,40.0£¬5.196000000000001,19.087606£¬-8.5598755,44
1.0,-133.83423£¬-70.936264,-3.0£¬-5.196,-24.794907£¬-43.797775,44
-1.0,519.8397£¬-120.37384,5.5£¬14.722,8.493683£¬-35.01654,44
1.0,1098.8043£¬247.10228,29.0£¬8.66,57.03723£¬-1.3904877,44
1.0,941.88477£¬-172.6214,44.5£¬28.578,10.337158£¬15.660706,44
-1.0,510.38455£¬350.08572,-31.5£¬-6.061999999999998,100.23346£¬-64.61774,44
1.0,815.2491£¬168.72856,-31.0£¬3.4639999999999986,-39.784668£¬0.12413025,44
1.0,922.36414£¬516.55115,60.5£¬14.722,36.12903£¬33.605164,44
-1.0,-126.708374£¬80.21593,2.5£¬-0.866,-45.908478£¬-3.2432022,44
-1.0,950.7568£¬95.40192,-5.5£¬-12.99,2.048706£¬56.547005,44
1.0,1156.4364£¬540.0591,84.5£¬-80.538,34.70215£¬-13.753174,44
-1.0,1139.7517£¬576.7702,36.5£¬-19.918,-61.57263£¬56.71161,44
-1.0,669.78125£¬286.64423,32.5£¬-30.31,-134.18134£¬68.212906,44
1.0,-201.71411£¬-66.66339,-3.5£¬-4.33,-57.292847£¬-21.241089,44
1.0,810.5004£¬512.85815,46.5£¬11.258,79.57373£¬-25.606506,44
-1.0,-142.8262£¬94.875244,2.5£¬0.866,-46.654846£¬-14.788414,44
1.0,1176.6624£¬574.15466,50.5£¬26.846,59.871216£¬13.728027,44
-1.0,836.74817£¬416.97977,59.0£¬-6.928,-85.19574£¬-0.015594482,44
1.0,142.22818£¬-168.59915,-9.5£¬0.8660000000000005,-57.971786£¬1.9190979,44
1.0,929.89935£¬395.31497,18.0£¬12.124,10.799561£¬21.371094,44
1.0,595.8863£¬295.28357,16.0£¬-1.7319999999999998,18.616455£¬-4.267151,44
1.0,1081.4469£¬562.2366,107.0£¬20.784,4.357788£¬3.0983276,44
1.0,224.63477£¬175.03368,-16.5£¬7.7940000000000005,-22.427246£¬29.6306,44
1.0,191.75014£¬-151.85141,-74.0£¬3.4640000000000057,-31.238785£¬3.3987732,44
1.0,20.660255£¬264.01813,5.5£¬-7.794,26.3341£¬-4.650818,44
1.0,923.8907£¬172.48097,3.5£¬-2.598,40.12036£¬-52.020645,44
1.0,751.55304£¬121.4633,-15.5£¬0.8659999999999997,-41.06952£¬29.82425,44
1.0,490.93042£¬429.80212,27.5£¬6.062,205.85019£¬-12.710999,44
1.0,476.39993£¬441.32108,12.5£¬-0.866,196.69565£¬-2.6510315,44
-1.0,692.5297£¬151.67883,-11.0£¬-8.66,68.33325£¬41.48355,44
1.0,-228.30664£¬82.59097,2.0£¬-3.464,8.595367£¬-18.177872,44
1.0,53.85679£¬229.68301,-20.0£¬-13.856000000000002,-29.276741£¬-15.919434,44
-1.0,889.65015£¬328.08356,-12.5£¬14.722,19.16101£¬-16.830963,44
1.0,1064.1914£¬552.65186,127.0£¬6.928,28.879395£¬-6.6798096,44
1.0,-126.92355£¬30.1828,-5.0£¬0.0,-27.727615£¬-6.7212906,44
-1.0,15.034569£¬639.8516,-21.0£¬-24.248,48.802155£¬28.969421,44
-1.0,134.60208£¬224.45067,2.5£¬9.526,3.4675293£¬-19.421936,44
-1.0,-243.03564£¬89.17621,14.0£¬-1.732,-69.97043£¬-13.110474,44
1.0,45.43519£¬219.8062,-14.5£¬-4.33,-47.80696£¬-13.153702,44
-1.0,925.5562£¬350.78864,4.5£¬2.598,-33.103394£¬8.551392,44
-1.0,895.81775£¬480.19324,31.5£¬12.99,-4.2127686£¬1.2788391,44
1.0,937.98206£¬237.70798,5.5£¬-4.33,12.979004£¬-19.64392,44
1.0,1205.3518£¬456.60773,51.5£¬11.258,56.035034£¬57.060883,44
-1.0,1153.4009£¬423.8423,9.0£¬3.464,-22.028564£¬-17.147644,44
-1.0,774.88226£¬79.269714,-7.5£¬12.99,4.2143555£¬-63.409515,44
1.0,580.31683£¬225.88168,19.5£¬6.061999999999999,17.125854£¬5.06308,44
1.0,1286.4512£¬585.97235,11.5£¬59.754,-10.324951£¬22.100159,44
-1.0,953.12634£¬583.1917,57.5£¬12.99,-20.167358£¬11.338867,44
1.0,1159.1191£¬627.7954,64.5£¬-12.99,40.113037£¬4.9212036,44
-1.0,1036.2773£¬649.2701,104.0£¬0.0,-87.88843£¬-49.372437,44
1.0,586.9935£¬221.08134,18.0£¬3.464,50.20746£¬18.305359,44
1.0,589.86096£¬221.2287,16.5£¬7.7940000000000005,52.38867£¬21.01744,44
1.0,610.1673£¬248.12668,53.0£¬1.7320000000000002,56.24829£¬14.455841,44
-1.0,1149.9917£¬615.47406,81.5£¬-16.454,-63.580444£¬52.038208,44
-1.0,29.195126£¬457.29053,9.5£¬4.33,-17.96317£¬-5.679901,44
-1.0,1219.094£¬537.85016,109.0£¬6.928,-60.190063£¬-34.17737,44
1.0,380.71997£¬428.9592,22.5£¬0.866,60.25583£¬58.839264,44
-1.0,1176.8625£¬532.66583,37.0£¬20.784,-57.5177£¬-71.548096,44
1.0,469.51132£¬440.05676,12.0£¬3.464,62.557404£¬-13.689301,44
1.0,592.4935£¬297.9808,12.5£¬-2.598,5.3876953£¬-8.0520935,44
1.0,717.4461£¬250.69522,35.5£¬9.526,47.401245£¬-16.70285,44
1.0,586.71844£¬312.12247,17.0£¬10.392,44.710632£¬11.782623,44
-1.0,747.43555£¬99.13226,23.0£¬-1.732,-45.56378£¬-4.926071,44
-1.0,1177.2705£¬543.9816,54.5£¬19.918000000000003,-76.17236£¬-28.62854,44
-1.0,897.5539£¬619.8775,1.5£¬35.506,28.65155£¬-102.25781,44
1.0,567.7251£¬543.7522,16.5£¬21.65,81.92627£¬48.85022,44
1.0,571.6383£¬452.71722,43.0£¬19.052,99.838196£¬15.156342,44
1.0,926.13196£¬654.68195,64.5£¬-38.97,73.22931£¬-12.895325,44
1.0,1125.801£¬555.5699,68.0£¬-46.764,37.65393£¬-8.742554,45
1.0,566.309£¬437.6958,44.5£¬30.31,28.0177£¬3.7581177,45
-1.0,809.69745£¬-0.14920044,8.5£¬-12.99,-31.500427£¬18.49923,45
1.0,-118.90561£¬-66.609375,-25.5£¬-61.486,-33.3497£¬-40.98442,45
-1.0,906.10645£¬599.9908,64.0£¬-3.464,-48.45807£¬-26.777039,45
-1.0,1065.9456£¬258.41833,19.5£¬-33.774,-27.260498£¬9.716187,45
-1.0,312.57486£¬-115.57358,-19.0£¬-3.4639999999999986,4.188202£¬-2.1091309,45
-1.0,523.83606£¬369.22772,-14.0£¬-15.588,80.94528£¬20.511566,45
-1.0,937.5043£¬-169.59518,54.0£¬13.856,-16.67041£¬-13.692749,45
-1.0,517.54114£¬388.3994,-17.5£¬-9.526,57.434814£¬64.90427,45
-1.0,855.2752£¬437.82837,21.0£¬-25.98,-34.793213£¬24.066467,45
-1.0,783.9692£¬222.9257,2.5£¬-37.238,-12.471191£¬25.459396,45
-1.0,1117.803£¬580.6486,61.0£¬-29.444,-83.03906£¬29.973938,45
1.0,1046.3275£¬340.73743,4.5£¬-2.598,23.994019£¬-19.893677,45
1.0,907.46594£¬517.2426,82.0£¬0.0,104.64661£¬-5.8137207,45
-1.0,796.524£¬447.70795,15.5£¬0.8660000000000005,-64.825134£¬14.393066,45
1.0,945.71735£¬386.36224,46.5£¬-0.866,18.033813£¬-7.054779,45
1.0,755.1871£¬79.17781,13.5£¬-32.042,-6.238037£¬-29.631538,45
-1.0,958.8751£¬66.00186,12.0£¬-20.784,-63.754517£¬27.31586,45
1.0,1113.716£¬511.65784,44.5£¬-101.322,29.054688£¬-49.95929,45
1.0,230.73433£¬137.15398,4.0£¬-38.104,-7.4664917£¬-37.566986,45
1.0,591.0892£¬192.65434,-1.5£¬-73.61,5.808716£¬-20.7184,45
-1.0,244.30058£¬337.0706,-9.0£¬-31.176000000000002,-7.082794£¬34.352783,45
1.0,226.27519£¬156.82848,-5.0£¬-12.124,-11.258057£¬-33.68364,45
1.0,1156.6873£¬534.1122,85.5£¬-130.766,77.317505£¬-42.589172,45
1.0,181.15366£¬269.79395,9.0£¬-17.32,1.8135834£¬-16.079926,45
1.0,173.8466£¬276.44052,6.5£¬-14.722,3.9783478£¬-23.831299,45
1.0,1041.3849£¬619.0566,133.5£¬-49.362,34.77124£¬-9.68396,45
1.0,515.85345£¬429.35855,17.5£¬2.598,81.186584£¬-15.053436,45
-1.0,730.8744£¬182.85089,-19.0£¬-13.856000000000002,80.99902£¬62.99015,45
-1.0,245.38503£¬266.67865,12.0£¬-48.496,13.615219£¬30.428009,45
1.0,170.31953£¬354.914,-8.5£¬-33.774,18.865494£¬-61.875153,45
1.0,1115.4084£¬504.18723,52.5£¬-115.178,58.69519£¬-51.495758,45
1.0,200.72179£¬250.12006,1.0£¬-32.908,31.688797£¬-45.018646,45
1.0,1198.9087£¬453.09937,79.5£¬-18.186,63.05945£¬-44.90332,45
1.0,935.3693£¬350.52646,23.0£¬-19.052,12.077942£¬-6.8117676,45
-1.0,1094.7523£¬502.59497,47.0£¬-64.084,-141.89111£¬50.220154,45
-1.0,1121.5679£¬403.3015,50.5£¬0.866,-52.749146£¬-46.197052,45
1.0,559.6971£¬201.31923,36.5£¬-63.218,7.022705£¬-24.212997,45
-1.0,1000.67676£¬9.505638,4.5£¬-9.526,-36.906006£¬14.041843,45
1.0,1281.6085£¬695.5825,0.0£¬-32.908,25.021606£¬-43.934998,45
1.0,1310.0049£¬623.0143,39.0£¬-51.96,61.004883£¬-16.779541,45
-1.0,996.283£¬14.228352,7.5£¬-11.258,-40.81024£¬27.590126,45
1.0,610.64996£¬220.97087,22.0£¬-24.248,29.621887£¬-10.099762,45
1.0,1248.1614£¬659.08246,20.0£¬1.7319999999999998,18.720459£¬-5.755554,45
-1.0,999.04346£¬11.931599,6.0£¬-10.392,-41.23633£¬24.23162,45
-1.0,1036.3223£¬647.406,95.0£¬-15.588,-78.036865£¬-43.55365,45
1.0,578.8571£¬203.84027,23.5£¬-51.094,10.360596£¬-10.606522,45
1.0,581.25287£¬209.48991,39.0£¬-60.62,23.913147£¬-12.873657,45
1.0,958.403£¬268.92883,22.0£¬-48.496,22.807495£¬-15.645477,45
1.0,1266.5066£¬686.44324,10.0£¬-13.856,32.315796£¬-57.01703,45
1.0,92.5103£¬418.6046,10.0£¬-12.124,38.12088£¬-31.068787,45
-1.0,948.1353£¬50.548286,24.5£¬-18.186,-20.225342£¬27.587093,45
1.0,634.7446£¬486.88803,84.0£¬39.836,81.53711£¬21.577118,45
1.0,380.0809£¬406.76645,11.5£¬-14.722,15.303253£¬-12.693451,45
1.0,1352.595£¬360.97827,-1.5£¬-35.506,-36.75171£¬-46.709778,45
1.0,1149.2675£¬460.78912,74.5£¬-63.218,42.880005£¬-46.923553,45
-1.0,867.0439£¬677.2247,58.0£¬-1.732,-27.20111£¬18.99646,45
-1.0,864.9533£¬612.5647,34.0£¬20.784,-46.470947£¬-78.162476,45
-1.0,739.32336£¬353.06412,-27.5£¬7.7940000000000005,12.745178£¬-15.669952,45
1.0,1168.0088£¬468.75153,79.5£¬-40.702,40.540894£¬-110.97656,45
1.0,570.1495£¬540.81067,37.5£¬-14.722,45.967712£¬-13.785034,45
1.0,562.54193£¬450.0146,57.0£¬19.052,43.86212£¬-4.964203,45
1.0,278.26874£¬366.2717,-2.0£¬-3.464,-20.54425£¬-6.697357,46
1.0,944.5205£¬618.4847,36.0£¬22.516,5.928955£¬12.684082,46
-1.0,892.4393£¬171.83778,13.5£¬-2.598,-32.55078£¬-15.586975,46
1.0,1147.2234£¬511.56128,31.5£¬-26.846,71.03027£¬-66.273926,46
1.0,614.3921£¬412.28006,69.5£¬14.722,40.672974£¬-25.770905,46
1.0,-91.86743£¬-65.293884,1.5£¬-0.866,41.966797£¬5.6423798,46
1.0,933.83307£¬711.26953,34.0£¬19.052,27.027649£¬67.70984,46
-1.0,436.77753£¬403.8834,-4.0£¬-6.928,20.287994£¬13.428589,46
1.0,539.0198£¬334.00638,13.5£¬-0.866,23.18457£¬-7.1683044,46
-1.0,1099.424£¬554.7685,137.0£¬-93.528,-22.814697£¬49.756073,46
-1.0,1092.3531£¬389.33258,-6.0£¬10.392,26.43042£¬-74.31363,46
-1.0,879.4775£¬403.31424,42.5£¬-0.866,-20.006104£¬-10.387634,46
-1.0,894.8186£¬484.3282,1.5£¬52.826,-27.545532£¬-32.22296,46
1.0,444.89044£¬419.9278,-5.0£¬-5.196,-24.16745£¬-39.908447,46
-1.0,1098.384£¬539.9537,3.0£¬0.0,-41.367676£¬-36.81653,46
1.0,896.7027£¬435.12018,4.5£¬9.526,-1.4303589£¬4.4636536,46
1.0,1044.5803£¬341.81897,26.5£¬-18.186,6.449585£¬0.2225647,46
-1.0,1047.1494£¬456.2448,41.5£¬6.061999999999999,-129.51294£¬-117.90985,46
-1.0,787.58887£¬438.2452,20.0£¬-1.7319999999999998,-49.1593£¬21.265442,46
1.0,171.88722£¬-173.89197,11.0£¬-1.732,29.659042£¬-5.292816,46
-1.0,723.1296£¬-3.332594,-3.0£¬19.052,-52.511414£¬-85.77959,46
-1.0,985.1132£¬-18.211296,1.5£¬19.918,-22.185852£¬-56.3665,46
1.0,1244.047£¬439.8598,53.0£¬-1.7319999999999998,162.6001£¬-122.37677,46
-1.0,233.69987£¬157.17274,0.5£¬18.186,9.065109£¬-17.860931,46
1.0,226.89363£¬-154.50885,31.0£¬-6.928,35.143494£¬-2.6574402,46
1.0,205.50568£¬326.03226,-3.5£¬2.598,-76.353546£¬-6.632782,46
1.0,982.14264£¬672.26,42.5£¬19.918,103.36487£¬56.41742,46
1.0,1173.6554£¬477.67566,50.0£¬-6.928,106.660034£¬-112.55737,46
1.0,196.11687£¬269.14575,7.0£¬-8.66,21.941254£¬-9.702393,46
1.0,196.97£¬287.87134,2.5£¬2.598,31.317917£¬1.3553467,46
-1.0,893.43976£¬146.14491,16.0£¬6.928,-30.450928£¬-26.33606,46
1.0,916.3714£¬486.78613,9.0£¬32.908,10.954712£¬8.473358,46
1.0,93.0709£¬323.54913,-3.5£¬9.526,8.696129£¬41.369354,46
-1.0,-21.010487£¬261.09433,1.5£¬-0.866,-74.86728£¬31.411316,46
1.0,1297.0686£¬648.2727,17.5£¬-4.33,29.812378£¬-40.42285,46
1.0,939.122£¬382.79953,19.0£¬29.444000000000003,49.471863£¬54.715973,46
1.0,1226.4187£¬521.28503,73.5£¬38.97,162.2273£¬-31.366821,46
-1.0,1189.4858£¬718.6081,1.0£¬1.732,-16.282349£¬-13.212463,46
1.0,1043.9012£¬406.35724,21.5£¬4.33,44.226257£¬-26.714844,46
-1.0,251.3634£¬310.97903,-5.0£¬0.0,86.85211£¬49.175507,46
-1.0,-18.03548£¬260.73602,1.5£¬-0.866,-63.47067£¬40.929825,46
1.0,1189.8302£¬513.01605,91.5£¬0.866,25.902588£¬14.730804,46
1.0,1003.2748£¬352.35596,17.0£¬0.0,77.71857£¬1.5673218,46
-1.0,1037.6204£¬290.9356,-8.0£¬-1.7319999999999993,99.638306£¬53.22763,46
-1.0,1124.1027£¬418.89093,28.5£¬4.33,-29.298218£¬-4.951355,46
-1.0,715.87305£¬-7.341667,-3.0£¬19.052,-59.009216£¬-86.61138,46
-1.0,111.978455£¬574.12634,-6.0£¬3.464,45.978554£¬-11.995972,46
-1.0,145.48036£¬509.76837,-8.5£¬4.329999999999999,79.07883£¬6.4533386,46
1.0,1330.0918£¬666.7485,29.0£¬3.464,82.14087£¬-64.1637,46
-1.0,1318.7832£¬585.8297,-10.5£¬6.061999999999999,53.503296£¬-47.323242,46
1.0,1254.1647£¬631.0092,3.0£¬1.732,28.222778£¬2.583313,46
1.0,989.6282£¬585.25006,48.5£¬18.186,36.50183£¬2.0583496,46
1.0,1248.8184£¬636.2204,5.5£¬0.866,89.69922£¬8.424988,46
1.0,1085.7368£¬634.30396,42.5£¬25.114,12.078613£¬2.4035034,46
-1.0,569.0123£¬187.37425,17.0£¬10.392,-20.848633£¬-33.854446,46
-1.0,984.4093£¬301.91187,-12.0£¬3.4640000000000004,50.816895£¬26.74179,46
-1.0,608.91986£¬249.11572,73.5£¬0.8659999999999999,-1.2474365£¬0.9890442,46
1.0,113.97072£¬428.02396,26.5£¬-2.598,84.77559£¬-29.266571,46
-1.0,919.0714£¬-20.068035,12.0£¬12.124,-48.729248£¬-35.971466,46
-1.0,1212.462£¬534.9026,81.0£¬12.124,-6.631958£¬-2.9475708,46
-1.0,373.48355£¬405.35718,2.0£¬3.464,-7.2364197£¬-23.60202,46
-1.0,1084.5154£¬478.49194,62.5£¬-4.33,-92.34717£¬-54.17389,46
-1.0,445.7677£¬406.5858,-6.5£¬2.598,29.704376£¬12.405121,46
-1.0,1276.9813£¬397.92227,45.0£¬-1.732,-114.41455£¬8.659607,46
-1.0,1352.5151£¬469.1173,2.0£¬5.196,-6.1257324£¬-12.733215,46
1.0,635.7744£¬214.69878,12.5£¬-4.33,43.280884£¬-83.28203,46
1.0,936.2636£¬663.9377,36.0£¬25.98,59.69757£¬32.587708,46
1.0,866.12897£¬756.70746,32.0£¬-17.32,41.309753£¬4.2631226,46
-1.0,1126.9155£¬543.7227,37.0£¬-57.156,-20.47107£¬37.67392,46
1.0,944.2893£¬692.7254,47.0£¬10.392,62.262024£¬49.53119,46
1.0,636.1562£¬272.94897,9.5£¬-12.99,49.437744£¬-39.173492,46
-1.0,1302.048£¬404.0915,39.0£¬1.732,-85.22656£¬-8.732819,46
-1.0,1015.19867£¬475.51367,43.0£¬6.928,-162.07184£¬-68.46796,46
-1.0,746.00934£¬341.0102,-7.5£¬14.722,15.402405£¬-24.822083,46
-1.0,1322.2438£¬473.225,54.5£¬4.33,-55.756226£¬-7.774994,46
-1.0,1316.477£¬537.0763,15.5£¬6.062,-17.52295£¬-22.923706,46
1.0,1196.1494£¬750.38214,-83.5£¬-23.381999999999998,-6.850586£¬0.3821411,46
-1.0,534.26£¬708.82526,-11.5£¬47.63,19.26001£¬-32.174744,46
-1.0,533.08496£¬710.2406,-11.0£¬46.764,23.08496£¬-35.7594,46
1.0,596.68353£¬246.1907,36.0£¬8.66,16.683533£¬2.1907043,46
-1.0,47.964375£¬540.5386,74.5£¬-35.506,-5.0356255£¬1.5385742,46
-1.0,1317.3632£¬481.39282,59.0£¬3.464,-55.63684£¬-7.6071777,46
1.0,1105.2999£¬382.31558,31.5£¬28.578,19.299927£¬16.315582,46
-1.0,748.6668£¬356.03696,-7.0£¬1.7320000000000002,22.66681£¬9.036957,46
